,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
4921,TXN_2953908,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-10-11,2023-10
4926,TXN_6410244,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-01-06,2023-01
4928,TXN_3106348,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-01-10,2023-01
4929,TXN_6216278,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-11-06,2023-11
4930,TXN_9947324,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-22,2023-08
4933,TXN_5789560,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-13,2023-02
4936,TXN_7733300,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-12-10,2023-12
4938,TXN_3551665,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-06,2023-04
4945,TXN_5023419,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-02-26,2023-02
4948,TXN_9951411,Coffee,1.0,2.0,2.0,Cash,In-store,2023-08-09,2023-08
4956,TXN_3520910,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-06,2023-05
4959,TXN_9619442,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-23,2023-05
4962,TXN_6746916,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-11-15,2023-11
4964,TXN_8407982,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-09-17,2023-09
4965,TXN_3484276,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-14,2023-06
4967,TXN_4105487,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-04-13,2023-04
4969,TXN_3669990,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-01-27,2023-01
4972,TXN_9555958,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-09-30,2023-09
4974,TXN_7780748,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-19,2023-01
4977,TXN_1048284,Salad,2.0,5.0,10.0,Cash,In-store,2023-08-19,2023-08
4979,TXN_3120848,Cookie,1.0,1.0,1.0,Cash,In-store,2023-11-01,2023-11
4981,TXN_3315467,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-11-17,2023-11
4987,TXN_1477525,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-11-06,2023-11
4991,TXN_8548232,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-21,2023-06
4997,TXN_3241422,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-07-17,2023-07
5000,TXN_2756336,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-07-07,2023-07
5007,TXN_1015883,Cookie,4.0,1.0,4.0,Cash,In-store,2023-10-16,2023-10
5008,TXN_8838566,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-07-25,2023-07
5012,TXN_7670699,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-24,2023-12
5021,TXN_7423885,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-06,2023-09
5028,TXN_3112013,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-06,2023-01
5029,TXN_7786787,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-07-08,2023-07
5034,TXN_8566683,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-09,2023-08
5035,TXN_2784588,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-03-26,2023-03
5044,TXN_9841397,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-28,2023-12
5049,TXN_8933679,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-09-24,2023-09
5054,TXN_8578861,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-05-16,2023-05
5057,TXN_4807037,Salad,5.0,5.0,25.0,Cash,In-store,2023-12-08,2023-12
5059,TXN_3312653,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-12-09,2023-12
5067,TXN_7854306,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-09-17,2023-09
5074,TXN_2398895,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-04,2023-04
5084,TXN_8724711,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-07,2023-02
5087,TXN_8261380,Cake,3.0,3.0,9.0,Cash,In-store,2023-10-01,2023-10
5090,TXN_4799873,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-04,2023-03
5092,TXN_3014261,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-29,2023-11
5098,TXN_4312977,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-15,2023-03
5101,TXN_7176851,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-11-20,2023-11
5103,TXN_6632882,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-30,2023-04
5104,TXN_7775016,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-27,2023-09
5108,TXN_5124080,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-01-14,2023-01
5112,TXN_7089316,Tea,2.0,1.5,3.0,Cash,In-store,2023-11-27,2023-11
5115,TXN_6850528,Cookie,3.0,1.0,3.0,Cash,In-store,2023-10-13,2023-10
5118,TXN_4858908,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-11,2023-02
5126,TXN_5172164,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-13,2023-09
5129,TXN_3373078,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-01,2023-12
5134,TXN_7701878,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-08-11,2023-08
5138,TXN_2931198,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-04-21,2023-04
5141,TXN_6980463,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-09-03,2023-09
5143,TXN_4310629,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-02,2023-10
5148,TXN_3781198,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-04,2023-11
5158,TXN_5525916,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-03-02,2023-03
5159,TXN_4297979,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-08-14,2023-08
5160,TXN_1686323,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-11-30,2023-11
5162,TXN_6225571,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-13,2023-09
5166,TXN_8117583,Salad,1.0,5.0,5.0,Cash,In-store,2023-02-25,2023-02
5171,TXN_3483911,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-10,2023-07
5175,TXN_4417257,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-05-06,2023-05
5176,TXN_2871592,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-07,2023-08
5177,TXN_8283199,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-23,2023-01
5182,TXN_7029944,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-04-17,2023-04
5184,TXN_9791421,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-07-15,2023-07
5187,TXN_7359566,Coffee,1.0,2.0,2.0,Cash,In-store,2023-04-06,2023-04
5188,TXN_4813580,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-15,2023-04
5190,TXN_4583957,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-08,2023-10
5198,TXN_8847610,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-06,2023-12
5199,TXN_9817102,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-02-22,2023-02
5203,TXN_5811955,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-06-29,2023-06
5206,TXN_3039985,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-08,2023-04
5208,TXN_1193221,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-10-21,2023-10
5217,TXN_6699408,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-12-22,2023-12
5218,TXN_6400351,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-11,2023-08
5225,TXN_7343062,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-11,2023-08
5226,TXN_2535099,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-02-10,2023-02
5227,TXN_2951148,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-02-21,2023-02
5228,TXN_1294101,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-03-31,2023-03
5231,TXN_4336247,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-03,2023-03
5233,TXN_1356599,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-14,2023-12
5234,TXN_4568452,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-01-14,2023-01
5235,TXN_5036856,Coffee,5.0,2.0,10.0,Cash,In-store,2023-03-27,2023-03
5239,TXN_8043218,Salad,2.0,5.0,10.0,Cash,In-store,2023-10-23,2023-10
5240,TXN_4026277,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-08-27,2023-08
5246,TXN_9918597,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-17,2023-10
5247,TXN_3460926,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-25,2023-03
5253,TXN_8872997,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-01-31,2023-01
5258,TXN_9089797,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-09-19,2023-09
5273,TXN_8978004,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-04-01,2023-04
5274,TXN_9679889,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-18,2023-06
5278,TXN_4077799,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-12,2023-08
5281,TXN_2084080,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-22,2023-09
5283,TXN_8046057,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-11-24,2023-11
5286,TXN_3752448,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-16,2023-05
5289,TXN_3847405,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-15,2023-06
5290,TXN_5103644,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-17,2023-04
5296,TXN_8925566,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-08-07,2023-08
5297,TXN_1679800,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-10-17,2023-10
5298,TXN_3785678,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-03-13,2023-03
5301,TXN_2289122,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-08-20,2023-08
5302,TXN_2988434,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-09,2023-12
5304,TXN_7327362,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-06-29,2023-06
5310,TXN_6000890,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-01-06,2023-01
5315,TXN_7420434,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-16,2023-07
5318,TXN_1556046,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-09,2023-04
5319,TXN_7129511,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-29,2023-10
5320,TXN_6324434,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-12-04,2023-12
5322,TXN_6455325,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-01-05,2023-01
5323,TXN_6682253,Tea,5.0,1.5,7.5,Cash,In-store,2023-02-17,2023-02
5325,TXN_7819240,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-03-06,2023-03
5326,TXN_4451380,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-07-10,2023-07
5331,TXN_3706167,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-02,2023-10
5332,TXN_7414587,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-22,2023-03
5338,TXN_4315166,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-10,2023-06
5341,TXN_2503128,Cake,1.0,3.0,3.0,Cash,In-store,2023-01-12,2023-01
5344,TXN_5726114,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-14,2023-07
5349,TXN_7480940,Coffee,2.0,2.0,4.0,Cash,In-store,2023-01-25,2023-01
5352,TXN_5036614,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-10,2023-10
5354,TXN_1417291,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-11,2023-05
5358,TXN_1231531,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-07-24,2023-07
5361,TXN_8754977,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-24,2023-10
5362,TXN_2052060,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-11-07,2023-11
5374,TXN_9576454,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-09-23,2023-09
5375,TXN_7907259,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-10-19,2023-10
5378,TXN_6021173,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-12-16,2023-12
5379,TXN_6272473,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-03-06,2023-03
5380,TXN_5243032,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-08-24,2023-08
5383,TXN_7680197,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-09-23,2023-09
5384,TXN_8773639,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-02-20,2023-02
5385,TXN_5960979,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-05-03,2023-05
5386,TXN_7894534,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-03-16,2023-03
5392,TXN_5720183,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-05-30,2023-05
5393,TXN_6382322,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-12-14,2023-12
5397,TXN_7728415,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-12-28,2023-12
5398,TXN_5285171,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-12-11,2023-12
5401,TXN_2999220,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-23,2023-02
5403,TXN_6680963,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-01,2023-08
5404,TXN_2308317,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-11-13,2023-11
5408,TXN_2276722,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-12-21,2023-12
5409,TXN_2519044,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-05-20,2023-05
5410,TXN_2851147,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-06-24,2023-06
5414,TXN_5220523,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-01-30,2023-01
5415,TXN_5934526,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-05-27,2023-05
5416,TXN_8935939,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-03-27,2023-03
5418,TXN_1781777,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-10-26,2023-10
5420,TXN_1707251,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-06,2023-10
5423,TXN_5747859,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-13,2023-03
5427,TXN_3884527,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-06-06,2023-06
5428,TXN_9072517,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-09,2023-01
5429,TXN_4378200,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-09-04,2023-09
5430,TXN_3918998,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-18,2023-12
5432,TXN_3875049,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-09-15,2023-09
5433,TXN_5400266,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-06-14,2023-06
5434,TXN_2402978,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-21,2023-01
5436,TXN_1148874,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-18,2023-09
5445,TXN_6718205,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-30,2023-06
5447,TXN_6899576,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-26,2023-10
5453,TXN_1072232,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-07,2023-01
5455,TXN_7139053,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-09-12,2023-09
5459,TXN_4385240,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-10,2023-02
5467,TXN_5743619,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-07,2023-11
5472,TXN_8211146,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-30,2023-04
5479,TXN_9943917,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-01-16,2023-01
5481,TXN_5852244,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-15,2023-10
5491,TXN_3995266,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-04-21,2023-04
5498,TXN_3263746,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-11-14,2023-11
5503,TXN_7430227,Cake,3.0,3.0,9.0,Cash,In-store,2023-07-24,2023-07
5506,TXN_8700466,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-29,2023-04
5507,TXN_2190325,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-03-10,2023-03
5510,TXN_5677869,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-19,2023-11
5511,TXN_3436462,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-06-29,2023-06
5513,TXN_7388752,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-08-28,2023-08
5516,TXN_9720012,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-09-25,2023-09
5520,TXN_7605154,Juice,5.0,3.0,15.0,Cash,In-store,2023-09-09,2023-09
5527,TXN_4325648,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-04,2023-05
5528,TXN_7151374,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-07-30,2023-07
5530,TXN_6496506,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-11,2023-01
5534,TXN_3222677,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-16,2023-12
5535,TXN_9942517,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-29,2023-04
5536,TXN_8735418,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-03,2023-03
5538,TXN_6347670,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-06-24,2023-06
5544,TXN_8848847,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-08-15,2023-08
5554,TXN_4413776,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-21,2023-07
5556,TXN_9382596,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-11-18,2023-11
5557,TXN_9480564,Cookie,4.0,1.0,4.0,Cash,In-store,2023-06-12,2023-06
5559,TXN_8301190,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-04-01,2023-04
5562,TXN_2855149,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-07-16,2023-07
5566,TXN_5734442,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-10-01,2023-10
5569,TXN_3644269,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-26,2023-09
5571,TXN_4020100,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-09,2023-08
5572,TXN_1643870,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-07,2023-10
5573,TXN_4734216,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-11-30,2023-11
5574,TXN_4060538,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-08,2023-09
5579,TXN_1853983,Tea,1.0,1.5,1.5,Cash,In-store,2023-12-04,2023-12
5581,TXN_1936915,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-01-24,2023-01
5583,TXN_2911864,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-03-21,2023-03
5584,TXN_2336921,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-01,2023-05
5586,TXN_6472656,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-11-25,2023-11
5587,TXN_3494191,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-01-08,2023-01
5591,TXN_6832697,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-01-21,2023-01
5592,TXN_2919225,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-02-14,2023-02
5604,TXN_2941227,Cookie,3.0,1.0,3.0,Cash,In-store,2023-08-29,2023-08
5608,TXN_4475487,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-06-01,2023-06
5613,TXN_2352246,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-20,2023-06
5616,TXN_2656162,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-04-11,2023-04
5620,TXN_9022617,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-23,2023-01
5625,TXN_8522571,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-19,2023-09
5627,TXN_1894142,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-09-13,2023-09
5629,TXN_8885727,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-10-05,2023-10
5640,TXN_7374304,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-05-10,2023-05
5641,TXN_9447946,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-10-21,2023-10
5644,TXN_8223689,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-09-08,2023-09
5662,TXN_2221447,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-12-06,2023-12
5664,TXN_8464222,Cake,4.0,3.0,12.0,Cash,In-store,2023-08-17,2023-08
5665,TXN_6815753,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-10-27,2023-10
5678,TXN_5269634,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-07,2023-04
5679,TXN_3043982,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-10,2023-01
5684,TXN_7254494,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-16,2023-03
5686,TXN_6164035,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-30,2023-03
5688,TXN_5671075,Tea,5.0,1.5,7.5,Cash,In-store,2023-12-25,2023-12
5690,TXN_4856575,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-09-10,2023-09
5692,TXN_8512136,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-08-26,2023-08
5694,TXN_3129441,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-05-31,2023-05
5699,TXN_3472707,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-03-26,2023-03
5703,TXN_1173155,Coffee,1.0,2.0,2.0,Cash,In-store,2023-03-14,2023-03
5709,TXN_3639760,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-29,2023-01
5711,TXN_5061028,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-17,2023-05
5717,TXN_6897608,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-28,2023-06
5723,TXN_3434549,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-05-25,2023-05
5725,TXN_3467985,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-12-10,2023-12
5726,TXN_3526095,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-30,2023-08
5727,TXN_8316915,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-30,2023-05
5728,TXN_4876685,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-14,2023-07
5729,TXN_7505290,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-21,2023-10
5731,TXN_9626624,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-10-10,2023-10
5734,TXN_9399452,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-12-03,2023-12
5736,TXN_1934166,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-03-06,2023-03
5737,TXN_5594695,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-01-18,2023-01
5738,TXN_8379868,Cake,3.0,3.0,9.0,Cash,In-store,2023-01-16,2023-01
5740,TXN_5299440,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-10-21,2023-10
5745,TXN_3919225,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-26,2023-03
5754,TXN_3868402,Coffee,3.0,2.0,6.0,Cash,In-store,2023-01-21,2023-01
5755,TXN_4624591,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-08-03,2023-08
5757,TXN_6456008,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-03-26,2023-03
5760,TXN_6235329,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-10-11,2023-10
5761,TXN_8536578,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-11-11,2023-11
5763,TXN_2156128,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-21,2023-07
5764,TXN_9188172,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-27,2023-08
5767,TXN_4788748,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-04-30,2023-04
5771,TXN_2534831,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-08-19,2023-08
5780,TXN_5962196,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-29,2023-11
5781,TXN_4342098,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-05-24,2023-05
5783,TXN_3651743,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-24,2023-04
5784,TXN_4411007,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17,2023-05
5785,TXN_6026451,Juice,2.0,3.0,6.0,Cash,In-store,2023-11-06,2023-11
5787,TXN_5093312,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-12,2023-08
5788,TXN_6685570,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-03-14,2023-03
5792,TXN_2355099,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-03-18,2023-03
5797,TXN_7332192,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-11-17,2023-11
5802,TXN_6225305,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-05-05,2023-05
5809,TXN_7606965,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-08,2023-12
5812,TXN_2238287,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-05-22,2023-05
5814,TXN_9667721,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-29,2023-04
5815,TXN_6317991,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-03-03,2023-03
5816,TXN_7866723,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-03-26,2023-03
5823,TXN_2638434,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-09-18,2023-09
5825,TXN_5452210,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-04-17,2023-04
